Customer,CustomerName,Branch,BranchName,Equipment,Categories
726216,DANGLER EXCAVATING LLC,7,Perrysburg,Case,"Electrical, Hydraulics"
759312,LUCAS CO ENGINEER,7,Perrysburg,Case,"Hydraulics, Electrical, Seals"
3094970,FULTON COUNTY PUBLIC UTILITIES,7,Perrysburg,Case,Seals
3009591,SIFERD PLUMBING HEATING AC AVC,7,Perrysburg,"Kobelco Excavators, Case Backhoes","Electrical, Seals"
774881,KEVIN PUNCHES,7,Perrysburg,,Seals
3097336,GRIFFITH AND SONS SERVICE LLC,7,Perrysburg,,"Electrical, Seals"
3002690,DAVE'S SERVICE & EXCAVATING LL,7,Perrysburg,,Seals
791791,TOLEDO-LUCAS CO PORT AUTH,7,Perrysburg,Case Backhoes,"Hydraulics, Electrical, Seals"
789682,VILLAGE OF SWANTON,7,Perrysburg,Schwarze,"Electrical, Seals, Hydraulics"
3066987,MEIER LANDSCAPING LLC,7,Perrysburg,"Case, Case Backhoes","Electrical, Hydraulics"
734007,C L FOX CONTRACTORS INC,7,Perrysburg,,"Electrical, Seals"
771224,PALLET WORLD INC,7,Perrysburg,"Case, ZZ","Seals, Electrical, Hydraulics"
737449,GLENN HUNTER & ASSOCIATES,7,Perrysburg,"Case Backhoes, Case","Hydraulics, Seals"
732237,FARMERS EQUIPMENT INC,7,Perrysburg,,"Hydraulics, Electrical"
3071936,PLEASANT VIEW LAWN AND LANDSCA,7,Perrysburg,"Case, KW","Seals, Electrical, Hydraulics"
3056212,WAYMIRE REPARI,7,Perrysburg,,"Seals, Electrical, Hydraulics"
3048569,ROBERT PEIFFER,7,Perrysburg,,"Seals, Hydraulics"
3098337,JOEL ARGERSINGER,7,Perrysburg,Case Backhoes,"Electrical, Hydraulics"
3078489,NIESE FARMS,7,Perrysburg,,Electrical
3072723,CONTINENTAL DAIRY,7,Perrysburg,"Case, KO","Hydraulics, Seals"
3070461,A & J HAY AND GRAIN,7,Perrysburg,,"Electrical, Seals"
3069721,OHIO ASPHALT PAVING,7,Perrysburg,Etnyre,"Seals, Hydraulics"
3031817,VARGA CUSTOM CONCRETE,7,Perrysburg,"Case Excavators, Case Backhoes",Electrical
3056130,TRAILER TRASH,7,Perrysburg,Case,"Hydraulics, Seals"
3062847,MIDWEST EQUIPMENT SERVICE,7,Perrysburg,,Seals
3041691,JOHN FLECK & SONS,7,Perrysburg,,Seals
3016435,IRONUNITS LLC,7,Perrysburg,"PB, Schwarze","Seals, Electrical, Hydraulics"
470262,OHIO OPERATING ENGINEERS,7,Perrysburg,,Seals
464511,MERCER COUNTY ENGINEER,7,Perrysburg,"Etnyre, Case","Electrical, Seals, Hydraulics"
710803,ALLIED PAVING CO INC,7,Perrysburg,Case Backhoes,"Electrical, Hydraulics, Seals"
482920,SENECA CO ENGINEER,7,Perrysburg,"CA, Kobelco Excavators","Hydraulics, Electrical, Seals"
3098589,GEORGE J KLEMAN FARMS,7,Perrysburg,,"Hydraulics, Seals"
718785,MAJAAC INC,7,Perrysburg,,"Hydraulics, Seals, Electrical"
757953,LISKAI FARMS INC,7,Perrysburg,,Seals
752220,KING FARMS,7,Perrysburg,,"Seals, Electrical, Hydraulics"
745319,HOLLAND FARMS,7,Perrysburg,,Hydraulics
748770,JEHM ENTERPRISES,7,Perrysburg,Bomag,"Electrical, Hydraulics, Seals"
737913,GOOD EQUIPMENT,7,Perrysburg,,Seals
730644,EISEL CONSTRUCTION,7,Perrysburg,,Seals
730593,EHRSAM EXCAVATING,7,Perrysburg,,"Electrical, Hydraulics"
769672,NORTH BRANCH NURSERY,7,Perrysburg,CS,"Hydraulics, Electrical, Seals"
784006,SHININGER SURFACE,7,Perrysburg,,"Electrical, Hydraulics"
774946,PUT-IN-BAY INVESTMENTS LTD,7,Perrysburg,,Seals
770301,OHIO TURNPIKE COMMISSION,7,Perrysburg,,"Electrical, Hydraulics, Seals"
770061,OBERLIN FARMS,7,Perrysburg,,Hydraulics
762700,NAPA AUTO PARTS,7,Perrysburg,"Etnyre, Alamo","Hydraulics, Electrical, Seals"
759380,LUCKEY FARMERS INC,7,Perrysburg,Case,"Seals, Hydraulics, Electrical"
989485,SUNRISE COOPERATIVE INC,7,Perrysburg,"Case Backhoes, Case","Electrical, Seals, Hydraulics"
798370,WOOD CO PERRYSBURG TWP,7,Perrysburg,,Electrical
3067089,BRUCE NEUENSCHWANDER,7,Perrysburg,,Hydraulics
762037,M & M ASPHALT,7,Perrysburg,"CG, Etnyre","Hydraulics, Seals, Electrical"
736960,KEN GILL CONSTRUCTION,7,Perrysburg,,"Electrical, Seals, Hydraulics"
3097845,TEAM LOVE TRANSPORT,7,Perrysburg,,"Hydraulics, Seals"
3072220,NORTHERN MANUFACTURING,7,Perrysburg,Case,"Hydraulics, Electrical"
748060,J & C REPAIR SERVICE,7,Perrysburg,,"Hydraulics, Seals, Electrical"
768120,CITY OF NAPOLEON,7,Perrysburg,Case Backhoes,Hydraulics
947240,HURON CO LANDFILL,9,Brunswick,"Case Backhoes, Case","Hydraulics, Electrical, Seals"
996050,WENSINK FARMS,9,Brunswick,,Seals
970043,OBON CONSTRUCTION INC,9,Brunswick,Kobelco Excavators,"Hydraulics, Electrical, Seals"
914201,CITY OF BEDFORD,9,Brunswick,,"Electrical, Hydraulics, Seals"
960470,TERRANCE P MCCONNELL,9,Brunswick,Case Excavators,"Electrical, Seals, Hydraulics"
970250,OHIO CAT,9,Brunswick,,"Seals, Electrical, Hydraulics"
274521,PREMIER ASPHALT PAVING CO,9,Brunswick,,"Seals, Electrical, Hydraulics"
996211,WESTFIELD CENTER VILLAGE,9,Brunswick,Case Backhoes,"Hydraulics, Seals"
922780,CITY OF CLEVELAND,9,Brunswick,"Etnyre, Case","Seals, Electrical, Hydraulics"
953732,KRUGGEL FARMS INC,9,Brunswick,,Seals
3050004,CUNNINGHAM EQUIPMENT COMPANY,9,Brunswick,Etnyre,"Seals, Hydraulics"
3043030,SCHAFER EXCAVATING,9,Brunswick,,"Hydraulics, Seals"
976592,RELIABLE SNOWPLOWING,9,Brunswick,"Case Backhoes, Hyundai","Seals, Hydraulics"
959740,LUTHERAN CEMETERY ASSN,9,Brunswick,Case Skid Steers,"Seals, Electrical, Hydraulics"
940025,H S H CONSTRUCTION & EXC INC,9,Brunswick,,"Hydraulics, Seals, Electrical"
3098588,DAVE SITZENSTOCK,9,Brunswick,,"Electrical, Seals"
932129,FALKENBERG ENTERPRISES INC,9,Brunswick,,Seals
962700,NAPA AUTO PARTS,9,Brunswick,"Case Backhoes, ZZ","Hydraulics, Seals, Electrical"
S6316009,COS USED EQUIPMENT,9,Brunswick,,"Electrical, Hydraulics, Seals"
943713,HERBST EXCAVATING LLC,9,Brunswick,,Seals
936640,REDLINE EQUIPMENT,9,Brunswick,,Seals
3013234,GREAT LAKES FENCE,9,Brunswick,,"Hydraulics, Seals"
470263,ODOT DIST 12,9,Brunswick,"Case, Case Backhoes","Electrical, Hydraulics, Seals"
263952,CITY OF MAYFIELD HTS,9,Brunswick,"Case, Case Backhoes","Electrical, Seals, Hydraulics"
935353,GALLOWAY BROTHERS INC,9,Brunswick,,Electrical
951001,KELLING EQUIPMENT REPAIR INC,9,Brunswick,ZZ,"Seals, Electrical, Hydraulics"
3071677,SRM CONCRETE SUPPLY,9,Brunswick,Case,"Seals, Electrical, Hydraulics"
922770,CITY OF CLEVELAND HGHTS,9,Brunswick,"Case, ZZ","Hydraulics, Electrical, Seals"
931195,EMPIRE PAVING LLC,9,Brunswick,Etnyre,"Hydraulics, Seals"
910945,CITY OF AMHERST,9,Brunswick,"Case, Case Backhoes",Seals
836681,ALTA EQUIPMENT,9,Brunswick,"Case, Case","Electrical, Seals, Hydraulics"
269662,NORTH COAST PAVING CO,9,Brunswick,Case Excavators,"Hydraulics, Seals"
3072476,PRECISION CUT FABRICATING,9,Brunswick,Case Backhoes,"Electrical, Hydraulics, Seals"
3054572,RAINBOW TRUCK PARTS LLC,9,Brunswick,Kobelco Excavators,"Electrical, Hydraulics, Seals"
999155,GEORGE YATSKO,9,Brunswick,Case Backhoes,"Electrical, Seals"
3072625,JUSTIN FARMS LLC,9,Brunswick,"Kobelco Excavators, NX","Electrical, Seals, Hydraulics"
3094389,VLORA CONSTRUCTION,9,Brunswick,"KM, CT","Seals, Hydraulics, Electrical"
964129,CITY OF MEDINA,9,Brunswick,"Case, Case Backhoes","Hydraulics, Electrical, Seals"
922794,CLEVELAND METROPARKS ZOO,9,Brunswick,,"Seals, Hydraulics"
934004,FOX CONSTRUCTION SERVICES,9,Brunswick,"Case, KT",Seals
978810,ROSBY RESOURCE RECYCLING INC,9,Brunswick,"Case, CT","Seals, Hydraulics, Electrical"
932746,F P T CLEVELAND LLC,9,Brunswick,Kobelco Excavators,Seals
962104,MACK INDUSTRIES,9,Brunswick,"Case, Kobelco Excavators","Electrical, Hydraulics, Seals"
969651,CITY OF NORTH RIDGEVILLE,9,Brunswick,"Kobelco Excavators, Case","Electrical, Hydraulics, Seals"
925585,C S X TRANSPORTATION,9,Brunswick,,"Hydraulics, Seals, Electrical"
935600,CITY OF GARFIELD HEIGHTS,9,Brunswick,Case,"Hydraulics, Seals, Electrical"
3067525,ALL PRO WELDING,9,Brunswick,,Seals
921530,CATTS CONSTRUCTION,9,Brunswick,KT,"Seals, Hydraulics, Electrical"
996110,WESEMEYER CONSTRUCTION INC,9,Brunswick,Kobelco Excavators,Seals
1847603,INDEPENDENCE EXCAVATING INC,9,Brunswick,,"Hydraulics, Electrical, Seals"
3038354,3D MOORE ENTERPRISES LLC,9,Brunswick,"Case, John Deere","Electrical, Hydraulics, Seals"
3002330,AMERICAN MARINE EXPRESS,9,Brunswick,,"Hydraulics, Seals"
431521,ERIE CO HIGHWAY,9,Brunswick,,Hydraulics
3082191,GREAT LAKES TANK & VESSEL,9,Brunswick,,"Hydraulics, Seals"
931458,ENTERPRISE HILL FARM INC,9,Brunswick,Kobelco Excavators,Hydraulics
926071,D R S ENTERPRISES INC,9,Brunswick,VC,"Hydraulics, Electrical"
923461,COLOMBO ENTERPRISES,9,Brunswick,Case Backhoes,"Seals, Electrical, Hydraulics"
890630,TERRACE CONSTRUCTION INC,9,Brunswick,"Kobelco Excavators, Gradall","Electrical, Seals, Hydraulics"
3049387,REPUBLIC SERVICES PROCUREMENT,9,Brunswick,Case Excavators,"Electrical, Hydraulics, Seals"
938910,GREAT LAKES CONSTRUCTION,9,Brunswick,,"Electrical, Seals, Hydraulics"
943395,HEITSCHE TLD LLC,9,Brunswick,,"Hydraulics, Seals"
945319,HOLLAND PAVING,9,Brunswick,"Case Backhoes, Bomag","Hydraulics, Seals, Electrical"
983000,SET IN STONE CONTRACTING LLC,9,Brunswick,Case,Electrical
957240,JOE LEWIS EXCAVATING,9,Brunswick,,Hydraulics
958910,CITY OF LORAIN,9,Brunswick,,"Hydraulics, Seals, Electrical"
969611,CITY OF NORTH OLMSTED,9,Brunswick,Case,"Electrical, Seals"
983037,7 L CONSTRUCTION LLC,9,Brunswick,Etnyre,"Hydraulics, Seals, Electrical"
970110,OGLESBY CONSTRUCTION INC,9,Brunswick,,"Seals, Hydraulics"
993204,V A W INC,9,Brunswick,,Electrical
963062,MARKS CONSTRUCTION INC,9,Brunswick,Kobelco Excavators,"Seals, Electrical, Hydraulics"
920108,C S X TRANSPORTATION,9,Brunswick,,"Hydraulics, Electrical, Seals"
910403,AGMET LLC,9,Brunswick,"Case Backhoes, Case",Electrical
950010,K M U EXCAVATING INC,9,Brunswick,Case,"Electrical, Seals"
920015,C M LANDSCAPE HORTICULTURE INC,9,Brunswick,,Seals
932022,FABRIZI TRUCKING & PAVING,9,Brunswick,,"Electrical, Hydraulics, Seals"
3060776,AMERICAN EARTH SUPPLY,9,Brunswick,,"Hydraulics, Seals"
3052099,CRETE INDUSTRIAL SERVICES,9,Brunswick,NS,"Hydraulics, Electrical, Seals"
922791,CLEVELAND METROPARKS,9,Brunswick,,"Seals, Electrical"
962892,MAPLE VIEW FARMS LLC,9,Brunswick,"SJ, Case Backhoes",Electrical
973744,LARRY PLAS EXCAVATING,9,Brunswick,,"Seals, Hydraulics"
910980,CITY OF AMHERST,9,Brunswick,,Seals
972530,PERK COMPANY INC,9,Brunswick,JLG,"Hydraulics, Electrical"
969805,NUHN FARMS,9,Brunswick,Kobelco Excavators,Hydraulics
921511,CATHOLIC CEMETERIES ASSOC,9,Brunswick,,"Seals, Electrical, Hydraulics"
968144,NATIONAL FIRST EQUIPMENT LLC,9,Brunswick,,Electrical
3070166,HAMILTON PAVING,9,Brunswick,,"Hydraulics, Seals"
3071035,SWEEP LLC,9,Brunswick,Schwarze,Hydraulics
977751,RIVERSIDE CEMETERY ASSOC,9,Brunswick,Case Backhoes,"Seals, Hydraulics"
930522,RYAN EGBERTSON,9,Brunswick,,"Hydraulics, Seals"
969635,NORTH COAST MARINE CONST INC,9,Brunswick,"Kobelco Excavators, KO","Electrical, Hydraulics"
998222,WOLFF BROTHERS SUPPLY,9,Brunswick,Case Backhoes,Electrical
967945,SCOTT MYERS,9,Brunswick,,"Hydraulics, Electrical, Seals"
927406,DENES CONCRETE,9,Brunswick,"Case, Case","Electrical, Seals"
958904,LORAIN CO LAGRANGE TWP,9,Brunswick,,Hydraulics
973740,PLAS BROTHERS PAVING INC,9,Brunswick,,"Electrical, Hydraulics"
985670,SMITH PAVING & EXC INC,9,Brunswick,Kobelco Excavators,"Seals, Electrical, Hydraulics"
971036,P L M CORPORATION,9,Brunswick,"Case, John Deere","Hydraulics, Electrical, Seals"
294511,WALL ST RECYCLING,9,Brunswick,"Case, Kobelco Excavators","Seals, Electrical"
3060942,"IRON MOUNTAIN PROCESSING, LLC",9,Brunswick,Kobelco Excavators,"Hydraulics, Electrical, Seals"
3078481,GERLACH'S GARDEN & POWER EQUIP,11,Mentor,,"Hydraulics, Seals, Electrical"
836001,GEAUGA CO BAINBRIDGE TWP,11,Mentor,"CQ, Gradall",Hydraulics
919582,COLE BURTON CONTRACTORS LLC,11,Mentor,,"Seals, Hydraulics"
235872,VILLAGE OF GATES MILLS,11,Mentor,Case Backhoes,"Electrical, Hydraulics"
890923,THOMAS FENCE CO INC,11,Mentor,,Seals
836002,GEAUGA CO ENGINEER,11,Mentor,"Case, Gradall","Hydraulics, Electrical, Seals"
3031160,GEOSOURCE INC,11,Mentor,,Seals
864803,METAL SEAL PRECISION LIMITED,11,Mentor,Case Backhoes,"Seals, Hydraulics"
875831,RAYMOND BLDRS SUPPLY INC,11,Mentor,"JLG, Case Backhoes","Electrical, Seals"
878690,RONYAK BROS PAVING INC,11,Mentor,"Case Backhoes, Etnyre","Electrical, Seals, Hydraulics"
811722,CITY OF ASHTABULA,11,Mentor,Case,"Hydraulics, Seals"
894401,WALKER BROS SUPPLY,11,Mentor,Kobelco Excavators,"Hydraulics, Electrical"
3015743,BLUE SPRUCE ENTERPRISES LLC,11,Mentor,Case Backhoes,"Hydraulics, Seals, Electrical"
871910,THE PATTIE GROUP INC,11,Mentor,Case Backhoes,"Hydraulics, Electrical"
3040482,A & J'S INC,11,Mentor,,"Electrical, Seals"
866331,MONTICELLO GARDEN CENTER,11,Mentor,,"Electrical, Hydraulics, Seals"
814770,D B BENTLEY EXCAVATING,11,Mentor,,"Hydraulics, Seals, Electrical"
3052595,HERC RENTALS INC,11,Mentor,,Seals
867280,MR EXCAVATOR INC,11,Mentor,New Holland,"Electrical, Hydraulics, Seals"
897573,WILLOWBEND NURSERY,11,Mentor,Case Backhoes,Electrical
3053575,K&M FLEET SERVICES LLC,11,Mentor,,Seals
975742,A C RATTRAY CONSTRUCTION,11,Mentor,New Holland,Electrical
863055,MARK ONE INC,11,Mentor,KM,Seals
853102,KOBELT INC,11,Mentor,"Kobelco Excavators, Case Backhoes",Seals
828200,DINUNZIO LANDSCAPING & PLOWING,11,Mentor,"Kobelco Excavators, New Holland","Electrical, Hydraulics, Seals"
3012496,BRAD DAVIS,11,Mentor,,Seals
3098752,NELSON STUTZMAN,11,Mentor,,"Hydraulics, Seals"
811642,ASHTABULA CO SHEFFIELD TWP,11,Mentor,Case,Hydraulics
3017594,BOB CULTRONA LANDSCAPING,11,Mentor,Case Backhoes,"Seals, Electrical, Hydraulics"
3046583,INNOVATIVE LANDSCAPES LLC,11,Mentor,,Seals
3011812,HALF ACRE LUMBER,11,Mentor,Case,"Electrical, Seals"
3097198,KUHN REPAIR,11,Mentor,,"Electrical, Seals"
3071471,OHIO NATIONAL SERVICES & DISP,11,Mentor,Kobelco Excavators,"Electrical, Hydraulics, Seals"
3048358,ANTHONY CATALIOTO,11,Mentor,,"Seals, Hydraulics"
3049954,WYATT'S GREENHOUSE & GARDEN CT,11,Mentor,New Holland,Hydraulics
3051695,BARTLETT TREE EXPERTS,11,Mentor,"VM, VR","Electrical, Hydraulics, Seals"
811767,ASHTABULA CO ROME TWP,11,Mentor,,Seals
865368,MILLER'S EXCAVATING,11,Mentor,"Case, New Holland","Hydraulics, Seals"
854455,LAKE ERIE COMPANIES,11,Mentor,New Holland,"Electrical, Hydraulics, Seals"
855432,LASSNICK EXCAVATING INC,11,Mentor,"Case Excavators, KM","Electrical, Hydraulics, Seals"
854430,LAKE CO ENG ROAD DEPT,11,Mentor,Case,"Electrical, Seals, Hydraulics"
835981,GEAUGA CO MIDDLEFIELD TWP,11,Mentor,"Bomag, Case Excavators","Electrical, Hydraulics"
843131,HECKMAN EXCAVATING,11,Mentor,"CT, Kobelco Excavators",Seals
847621,INFINITY PAVING,11,Mentor,"Bomag, CR","Hydraulics, Electrical, Seals"
836000,GEAUGA CO CHESTER TWP,11,Mentor,Gradall,"Electrical, Seals, Hydraulics"
864480,CITY OF MENTOR,11,Mentor,Case,"Electrical, Hydraulics, Seals"
893975,DANIEL BURKHOLDER,11,Mentor,Case Backhoes,"Electrical, Hydraulics"
892403,TROYMILL WOOD PRODUCTS,11,Mentor,Case,"Hydraulics, Electrical, Seals"
899733,ZEIGLER EARTHWORKS INC,11,Mentor,Kobelco Excavators,"Electrical, Seals, Hydraulics"
S6316011,COS USED EQUIPMENT,11,Mentor,,"Electrical, Seals, Hydraulics"
921712,VILLAGE OF CHAGRIN FALLS,11,Mentor,"MM, Case Backhoes","Seals, Hydraulics"
826079,D T CUSTOM LANDSCAPES,11,Mentor,"Case, KO","Electrical, Hydraulics"
811793,ASPHALT FABRICS & SPECIALTIES,11,Mentor,"Etnyre, IH","Hydraulics, Electrical, Seals"
931790,CITY OF EUCLID,11,Mentor,,"Electrical, Hydraulics, Seals"
836030,GEAUGA CO THOMPSON TWP,11,Mentor,"New Holland, Case Backhoes","Electrical, Hydraulics, Seals"
848753,VILLAGE OF JEFFERSON,11,Mentor,Case Backhoes,"Hydraulics, Electrical, Seals"
821711,CHAGRIN VALLEY NURSERIES,11,Mentor,Case Backhoes,"Electrical, Seals, Hydraulics"
3001731,TRAILER COMPONENT MANUFACTURIN,11,Mentor,,"Electrical, Seals, Hydraulics"
892260,TRI COUNTY REPAIR,11,Mentor,,"Seals, Hydraulics, Electrical"
861212,THOMAS MCHENRY INC,11,Mentor,Case Backhoes,Hydraulics
3052188,THE INA STORE,11,Mentor,,Seals
858190,LJI CEMENT,11,Mentor,Kobelco Excavators,Electrical
836224,CITY OF GENEVA,11,Mentor,,Seals
854422,LAKE CO CONCORD TWP,11,Mentor,Case Backhoes,Electrical
131016,A+ TOWING & RECOVERY,11,Mentor,Case Backhoes,"Seals, Hydraulics"
3100360,BUTLER FARMS,11,Mentor,KO,"Electrical, Seals, Hydraulics"
277331,CITY OF RICHMOND HTS,11,Mentor,Case,Hydraulics
813360,BARRYS TRUCKING COMPANY,11,Mentor,,Seals
811749,ASHTABULA TWP PARKS COMM,11,Mentor,,Seals
3097835,FIELD OF VIEW FARMS,11,Mentor,,Seals
3063028,BYLER GRINDING,11,Mentor,,Seals
821715,CHAGRIN VALLEY STEEL,11,Mentor,Case Backhoes,"Electrical, Hydraulics"
836014,GEAUGA CO MUNSON TWP,11,Mentor,,"Seals, Hydraulics"
814202,CITY OF BEDFORD HTS,11,Mentor,,"Hydraulics, Seals, Electrical"
879601,RULAND CONSTRUCTION,11,Mentor,"ZZ, New Holland","Electrical, Seals, Hydraulics"
1121575,CC'S LANDSCAPING INC,11,Mentor,"Case Backhoes, New Holland","Hydraulics, Electrical, Seals"
837212,OWEN GINGERICH,11,Mentor,"Case Excavators, Case Backhoes","Seals, Hydraulics"
847631,IMPULLITTI LANDSCAPING INC,11,Mentor,"Case Backhoes, Case","Electrical, Seals, Hydraulics"
3043839,PALERMO EX INC,11,Mentor,,"Electrical, Seals"
884501,SIMAK TRUCKING & EXCAVATING,11,Mentor,,"Electrical, Seals"
892617,ANGELOTTA LANDSCAPE ASSOC,11,Mentor,"Case Backhoes, BC","Electrical, Seals, Hydraulics"
886930,STACKHOUSE CONST INC,11,Mentor,Kobelco Excavators,Electrical
886933,STACKHOUSE FARMS,11,Mentor,Kobelco Excavators,"Electrical, Hydraulics"
846704,HUDCO MANUFACTURING,11,Mentor,,"Electrical, Hydraulics"
838445,GRADE LINE INC,11,Mentor,"Case Backhoes, Case Excavators",Electrical
969621,VILLAGE OF NORTH KINGSVILLE,11,Mentor,Case Backhoes,"Electrical, Seals"
824126,DENNIS COON,11,Mentor,,"Hydraulics, Electrical, Seals"
890001,T DAGG ASPHALT LLC,11,Mentor,Case Backhoes,Hydraulics
852782,KLYN NURSERIES INC,11,Mentor,Case Backhoes,"Electrical, Hydraulics"
3097809,TONEY MEADOWS,11,Mentor,,Seals
872656,VILLAGE OF PERRY,11,Mentor,,"Hydraulics, Seals, Electrical"
811764,ASHTABULA CO AUSTINBURG,11,Mentor,,"Seals, Hydraulics"
3050985,DUNNING ENTERPRISES,11,Mentor,ZZ,Seals
857313,LIBERTY CONCRETE,11,Mentor,"Case Excavators, KM",Electrical
3071043,DWN LLC,11,Mentor,New Holland,Electrical
811759,ASHTABULA CO DORSET TWP,11,Mentor,Case Backhoes,Seals
897471,CITY OF WILLOUGHBY,11,Mentor,,"Electrical, Hydraulics, Seals"
3046530,DJC ENTERPRISES LLC,11,Mentor,,Seals
827271,DELTA RAILROAD CONST INC,11,Mentor,,Electrical
1248663,JAY CO HIGHWAY DEPARTMENT,12,Fort Wayne,"Etnyre, Bomag","Hydraulics, Electrical, Seals"
1248666,JAY COUNTY COMMISSIONERS,12,Fort Wayne,Kobelco Excavators,"Electrical, Seals"
1276059,REDMAN EXCAVATING LLC,12,Fort Wayne,Kobelco Excavators,"Electrical, Hydraulics, Seals"
1252740,KLINK TRUCKING INC,12,Fort Wayne,"Etnyre, Kubota","Seals, Electrical, Hydraulics"
1269002,NIBLOCK EXCAVATING INC,12,Fort Wayne,"Kobelco Excavators, Bomag","Hydraulics, Electrical, Seals"
1277492,RIETH-RILEY CONST COMPANY INC,12,Fort Wayne,Gradall,"Hydraulics, Seals, Electrical"
1292023,TOWN & COUNTRY PAVING,12,Fort Wayne,,"Seals, Hydraulics"
1295254,WAYNE ASPHALT & CONSTRUCTION,12,Fort Wayne,Etnyre,"Seals, Electrical, Hydraulics"
1296513,WHITE CO HIGHWAY DEPARTMENT,12,Fort Wayne,Etnyre,"Electrical, Seals, Hydraulics"
1231469,ENYEART CONSTRUCTION,12,Fort Wayne,,Seals
1273120,PHEND & BROWN INC,12,Fort Wayne,Bomag,"Hydraulics, Seals, Electrical"
1221642,CENTRAL PAVING INC,12,Fort Wayne,Etnyre,"Seals, Hydraulics, Electrical"
1247161,HUNTINGTON CO HIGHWAY DEPT,12,Fort Wayne,"Etnyre, Bomag","Seals, Electrical, Hydraulics"
1230009,E & B PAVING INC,12,Fort Wayne,,"Hydraulics, Seals, Electrical"
3043218,WAUMCO INC,12,Fort Wayne,"Kobelco Excavators, KO","Hydraulics, Electrical"
1247607,INDIANA DEPT OF TRANSPORTATION,12,Fort Wayne,,"Hydraulics, Electrical"
1219161,GFL SOLID WASTE MIDWEST LLC,12,Fort Wayne,"Kobelco Excavators, Bomag","Electrical, Seals"
3049810,A & L REPAIR,12,Fort Wayne,,Electrical
1221724,CHALLENGE TOOL & MFG INC,12,Fort Wayne,,Seals
1253322,KOSCIUSKO CO HIGHWAY DEPT,12,Fort Wayne,Etnyre,"Electrical, Hydraulics, Seals"
1265400,MAYNARD MILLER EXCAVATING,12,Fort Wayne,"KO, Kobelco Excavators","Hydraulics, Electrical, Seals"
1210215,ADAMS CO HIGHWAY DEPARTMENT,12,Fort Wayne,Etnyre,"Hydraulics, Seals"
1230104,ERIC BOSTWICK-EARTH WORKS,12,Fort Wayne,,Electrical
1294017,WABASH CO HIGHWAY DEPT,12,Fort Wayne,Etnyre,"Hydraulics, Electrical, Seals"
1278379,ROEMKE FARMS LLC,12,Fort Wayne,Kobelco Excavators,"Electrical, Seals, Hydraulics"
3047196,WHETSTONE BROTHERS,12,Fort Wayne,,Seals
1247635,INDIANA DEPT OF TRANSPORTATION,12,Fort Wayne,"Etnyre, Bomag","Electrical, Hydraulics, Seals"
1230477,EEL RIVER OUTDOOR POWER,12,Fort Wayne,,Seals
1226505,DAVE'S EXCAVATING INC,12,Fort Wayne,Kobelco Excavators,"Electrical, Hydraulics, Seals"
1234002,FOX CONTRACTORS,12,Fort Wayne,IR,"Seals, Electrical, Hydraulics"
1247153,CITY OF HUNTINGTON,12,Fort Wayne,,Hydraulics
1226442,DATA MONITOR SYSTEMS INC,12,Fort Wayne,,"Hydraulics, Electrical, Seals"
1227805,DEWALD EXCAVATING,12,Fort Wayne,,"Electrical, Seals"
1218242,BROOKS CONSTRUCTION CO INC,12,Fort Wayne,Etnyre,"Hydraulics, Electrical, Seals"
1217398,BRAINARD SNOW,12,Fort Wayne,,Seals
1214801,BERCOT-GIBSON CONSTRUCTION CO,12,Fort Wayne,"Kubota, Bomag","Hydraulics, Seals, Electrical"
1212096,B & W EQUIPMENT CO INC,12,Fort Wayne,,"Hydraulics, Seals"
1230004,E & B PAVING INC,12,Fort Wayne,,"Electrical, Seals, Hydraulics"
1230016,TROY EADS EXCAVATING,12,Fort Wayne,,"Electrical, Hydraulics, Seals"
1247669,INDIANA DEPT OF TRANSPORTATION,12,Fort Wayne,,"Hydraulics, Electrical"
1274115,PORTER CO HIGHWAY DEPARTMENT,12,Fort Wayne,Etnyre,"Seals, Electrical, Hydraulics"
1288010,STEPHAN TRUCKING GROUP,12,Fort Wayne,,Seals
1268953,NEWTON CO HIGHWAY DEPARTMENT,12,Fort Wayne,,"Electrical, Seals"
1260033,MACALLISTER MACHINERY CO,12,Fort Wayne,,"Electrical, Seals"
1255091,LAPORTE STREET DEPARTMENT,12,Fort Wayne,CG,"Electrical, Hydraulics"
1269550,NORFOLK & SOUTHERN CORPORATION,12,Fort Wayne,,Seals
3038402,BULK EQUIPMENT,12,Fort Wayne,,"Seals, Hydraulics"
3043167,STU'S GARAGE,12,Fort Wayne,,Seals
3041475,S & S FAMILY FARMS,12,Fort Wayne,,Seals
3064518,DEREK FLORA,12,Fort Wayne,,Hydraulics
3068655,SHIERY FIELD SERVICE,12,Fort Wayne,Kobelco Excavators,"Electrical, Hydraulics"
3069467,LOWER GREAT LAKES KENWORTH,12,Fort Wayne,,Hydraulics
3072092,ASPHALT AUTHORITY,12,Fort Wayne,CG,"Hydraulics, Seals"
3097762,S & T BARNS,12,Fort Wayne,ZZ,"Electrical, Seals"
71855,PATTERSON COONEY INC,12,Fort Wayne,,"Seals, Hydraulics"
1287363,STARKE CO HIGHWAY DEPARTMENT,12,Fort Wayne,"CT, Etnyre","Hydraulics, Seals, Electrical"
1235911,GAUNT & SON ASPHALT,12,Fort Wayne,"Bomag, Etnyre","Hydraulics, Seals, Electrical"
4000029,ETHAN HUNT,12,Fort Wayne,,"Hydraulics, Electrical"
